question,answer,specificity,ownership,impact,set_type,notes
"Describe a process you improved. What was the situation before, and what changed afterward?","I worked on support ticket triage with Notion. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I led the core implementation and was accountable for the main deliverables. We reduced runtime from 10 minutes to 4 seconds.",4,4,4,main,mixed_mid
Describe a failure or recurring issue and what you did to prevent it from happening again.,"I worked on inventory tracking with Notion. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I supported the team and mainly handled follow-ups, updates, or smaller tasks. There was some improvement, but it was hard to quantify. it was around that level, because we did not have a clean baseline.",4,2,2,main,edge_uncertain
"Describe a process you improved. What was the situation before, and what changed afterward?","I worked on employee onboarding, and i usually help where needed. The team owned the work overall, and my role was limited. There was some improvement, but it was hard to quantify. if I remember correctly, because we did not have a clean baseline.",2,1,2,main,all_low
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I'm good at this kind of work. I had responsibility for part of the work, together with the rest of the team. We cut the open backlog from 30 items to 6 items. The change was adopted by the team and stayed in regular use.",1,3,5,main,impact_high_specificity_low
"Describe a process you improved. What was the situation before, and what changed afterward?","I worked on support ticket triage, and i was involved in the process. I used tools like Power BI, but I was not the only person involved. I led the core implementation and was accountable for the main deliverables. There was some improvement, but it was hard to quantify.",2,4,2,main,ownership_high_specificity_low
Describe a project you executed end-to-end. What did you do and what was the result?,"I worked on API integration with Make. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I was personally responsible for the execution end-to-end. We reduced the error rate from 34% to 25%.",4,5,4,main,all_high
What was your role in your last team project? What part did you personally handle?,"I handled work related to support ticket triage and used .NET as part of the process. I split the task into a few steps and went through them with the team. I led the core implementation and was accountable for the main deliverables. I coordinated with engineering and management to make sure the solution matched the real workflow. The result was a noticeable improvement, even though we did not track every metric formally.",3,4,3,main,mixed_mid
Give an example of a time you had to coordinate with multiple stakeholders to complete a task.,"I handled work related to inventory tracking and used AWS S3 as part of the process. I had responsibility for part of the work, together with the rest of the team. I coordinated with support and finance to make sure the solution matched the real workflow. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",3,3,1,main,edge_uncertain
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I worked on employee onboarding, and i've done similar things before. I used tools like Node.js, but I was not the only person involved. I supported the team and mainly handled follow-ups, updates, or smaller tasks. We reduced report preparation time from 9 hours to 2 minutes.",2,2,4,main,impact_high_specificity_low
Give an example of a time you had to coordinate with multiple stakeholders to complete a task.,"I'm good at this kind of work. I was not focused on the details because it was only one part of the job. The team owned the work overall, and my role was limited. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",1,1,1,main,all_low
What was your role in your last team project? What part did you personally handle?,"I worked on client communication with PostgreSQL. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I led the core implementation and was accountable for the main deliverables. I coordinated with QA and finance to make sure the solution matched the real workflow. We reduced the error rate from 26% to 1%. The change was adopted by the team and stayed in regular use.",4,4,5,minimal_pair_high,pair_dim=impact
"What core tool have you used recently, and what did you actually do with it?","I worked on log analysis with Docker. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I had responsibility for part of the work, together with the rest of the team. I coordinated with product and management to make sure the solution matched the real workflow. There was some improvement, but it was hard to quantify.",4,3,2,main,edge_uncertain
Give an example of a time you had to coordinate with multiple stakeholders to complete a task.,"I handled work related to performance optimization and used MongoDB as part of the process. I split the task into a few steps and went through them with the team. I led the core implementation and was accountable for the main deliverables. I coordinated with HR and support to make sure the solution matched the real workflow. The result was a noticeable improvement, even though we did not track every metric formally.",3,4,3,main,mixed_mid
Describe a situation where you automated a manual process.,"I worked on related tasks. The team owned the work overall, and my role was limited. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",1,1,1,main,all_low
Describe a project you executed end-to-end. What did you do and what was the result?,"In my last role, I owned a payment operations project using Excel. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. I had responsibility for part of the work, together with the rest of the team. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",5,3,1,main,specificity_high_impact_low
Describe a project you executed end-to-end. What did you do and what was the result?,"I have experience in this area. I led the core implementation and was accountable for the main deliverables. The result was a noticeable improvement, even though we did not track every metric formally.",1,4,3,minimal_pair_low,pair_dim=specificity
Describe a project you executed end-to-end. What did you do and what was the result?,"I worked on invoice reconciliation, and i'm good at this kind of work. I led the core implementation and was accountable for the main deliverables. There was some improvement, but it was hard to quantify.",2,4,2,main,ownership_high_specificity_low
"Describe a process you improved. What was the situation before, and what changed afterward?","I handled work related to invoice reconciliation and used Jira as part of the process. I split the task into a few steps and went through them with the team. I supported the team and mainly handled follow-ups, updates, or smaller tasks. The result was a noticeable improvement, even though we did not track every metric formally.",3,2,3,main,mixed_mid
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I'm good at this kind of work. I led the core implementation and was accountable for the main deliverables. The result was a noticeable improvement, even though we did not track every metric formally.",1,4,3,minimal_pair_low,pair_dim=specificity
How do you measure success in a task? Give a real example.,"I worked on employee onboarding, and i usually help where needed. I supported the team and mainly handled follow-ups, updates, or smaller tasks. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",2,2,1,main,all_low
Tell me about a technical or operational problem you faced and how you solved it.,"I've done similar things before. The team owned the work overall, and my role was limited. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",1,1,1,main,all_low
Tell me about a technical or operational problem you faced and how you solved it.,"In my last role, I owned a forecasting project using .NET. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. I was personally responsible for the execution end-to-end. We reduced deployment time from 5 hours to 4 minutes.",5,5,4,main,all_high
Describe a situation where you automated a manual process.,"I handled work related to log analysis and used Looker as part of the process. I split the task into a few steps and went through them with the team. I had responsibility for part of the work, together with the rest of the team. The result was a noticeable improvement, even though we did not track every metric formally.",3,3,3,main,mixed_mid
Give an example of a time you had to coordinate with multiple stakeholders to complete a task.,"I worked on log analysis with Excel. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I was personally responsible for the execution end-to-end. The result was a noticeable improvement, even though we did not track every metric formally.",4,5,3,minimal_pair_high,pair_dim=ownership
Describe a situation where you automated a manual process.,I handled work related to KPI reporting and used Snowflake as part of the process. I split the task into a few steps and went through them with the team. I led the core implementation and was accountable for the main deliverables. I coordinated with support and sales to make sure the solution matched the real workflow. We reduced the error rate from 24% to 6%.,3,4,4,main,ownership_high_specificity_low
Tell me about a technical or operational problem you faced and how you solved it.,"I worked on invoice reconciliation with Zapier. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I was personally responsible for the execution end-to-end. We reduced the monthly cost from $22,955 to $17,963. The change was adopted by the team and stayed in regular use.",4,5,5,main,all_high
How do you measure success in a task? Give a real example.,"I worked on sales reporting, and i worked on related tasks. I supported the team and mainly handled follow-ups, updates, or smaller tasks. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",2,2,1,main,all_low
Tell me about a technical or operational problem you faced and how you solved it.,"In my last role, I owned a inventory tracking project using Snowflake. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. I supported the team and mainly handled follow-ups, updates, or smaller tasks. I coordinated with sales and QA to make sure the solution matched the real workflow. We reduced the error rate from 37% to 8%.",5,2,4,main,ownership_low_specificity_high
How do you measure success in a task? Give a real example.,,1,1,1,edge_case,blank_like
"Describe a process you improved. What was the situation before, and what changed afterward?","I worked on payment operations, and i've done similar things before. I used tools like SQL, but I was not the only person involved. I was personally responsible for the execution end-to-end. The result was a noticeable improvement, even though we did not track every metric formally.",2,5,3,main,ownership_high_specificity_low
Describe a situation where you automated a manual process.,"I handled work related to performance optimization and used Node.js as part of the process. I had responsibility for part of the work, together with the rest of the team. The result was a noticeable improvement, even though we did not track every metric formally.",3,3,3,main,edge_uncertain
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I worked on QA validation with React. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I was personally responsible for the execution end-to-end. We reduced runtime from 10 minutes to 7 seconds.",4,5,4,main,all_high
Describe a situation where you automated a manual process.,"I handled work related to KPI reporting and used Airflow as part of the process. I split the task into a few steps and went through them with the team. I supported the team and mainly handled follow-ups, updates, or smaller tasks. I coordinated with operations and finance to make sure the solution matched the real workflow. We reduced report preparation time from 6 hours to 3 minutes.",3,2,4,main,mixed_mid
Describe a situation where you automated a manual process.,"I worked on API integration with Snowflake. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I had responsibility for part of the work, together with the rest of the team. I coordinated with QA and operations to make sure the solution matched the real workflow. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",4,3,1,main,specificity_high_impact_low
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I handled work related to sales reporting and used .NET as part of the process. I split the task into a few steps and went through them with the team. I supported the team and mainly handled follow-ups, updates, or smaller tasks. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",3,2,1,main,edge_uncertain
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I wrote a Python ETL pipeline that pulled data from an API, stored it in PostgreSQL, and fed a Power BI dashboard used by operations.",5,5,4,edge_case,strong_specific
Give an example of a time you had to coordinate with multiple stakeholders to complete a task.,"In my last role, I owned a support ticket triage project using Zapier. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. The team owned the work overall, and my role was limited. I coordinated with sales and operations to make sure the solution matched the real workflow. The result was a noticeable improvement, even though we did not track every metric formally.",5,1,3,main,ownership_low_specificity_high
Describe a project you executed end-to-end. What did you do and what was the result?,"I worked on related tasks. I was not focused on the details because it was only one part of the job. The team owned the work overall, and my role was limited. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",1,1,1,main,all_low
Describe a situation where you automated a manual process.,"I handled work related to log analysis and used Docker as part of the process. I led the core implementation and was accountable for the main deliverables. I coordinated with management and finance to make sure the solution matched the real workflow. There was some improvement, but it was hard to quantify. approximately, because we did not have a clean baseline.",3,4,2,main,mixed_mid
"What core tool have you used recently, and what did you actually do with it?","I handled work related to performance optimization and used .NET as part of the process. The team owned the work overall, and my role was limited. I coordinated with HR and support to make sure the solution matched the real workflow. There was some improvement, but it was hard to quantify.",3,1,2,main,edge_uncertain
Describe a situation where you automated a manual process.,"I worked on related tasks. I was not focused on the details because it was only one part of the job. I led the core implementation and was accountable for the main deliverables. We reduced the monthly cost from $20,367 to $14,809. The change was adopted by the team and stayed in regular use. It started as a short pilot, so the data was incomplete.",1,4,5,main,impact_high_specificity_low
Tell me about a technical or operational problem you faced and how you solved it.,"I worked on task tracking, and i'm good at this kind of work. I supported the team and mainly handled follow-ups, updates, or smaller tasks. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",2,2,1,main,edge_uncertain
What was your role in your last team project? What part did you personally handle?,"I've done similar things before. The team owned the work overall, and my role was limited. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",1,1,1,main,all_low
Describe a failure or recurring issue and what you did to prevent it from happening again.,"I am hardworking, responsible, committed, and always try to do my best in every situation. I am hardworking, responsible, committed, and always try to do my best in every situation. I am hardworking, responsible, committed, and always try to do my best in every situation. ",1,3,1,edge_case,long_but_empty
"What core tool have you used recently, and what did you actually do with it?","I worked on performance optimization with React. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I was personally responsible for the execution end-to-end. I coordinated with support and finance to make sure the solution matched the real workflow. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",4,5,1,main,specificity_high_impact_low
"Describe a process you improved. What was the situation before, and what changed afterward?","I handled work related to API integration and used Tableau as part of the process. I had responsibility for part of the work, together with the rest of the team. The result was a noticeable improvement, even though we did not track every metric formally.",3,3,3,main,mixed_mid
"What core tool have you used recently, and what did you actually do with it?","I worked on performance optimization, and i was involved in the process. I used tools like Power BI, but I was not the only person involved. I was personally responsible for the execution end-to-end. There was some improvement, but it was hard to quantify.",2,5,2,main,ownership_high_specificity_low
Give an example of a time you had to coordinate with multiple stakeholders to complete a task.,"I was involved in the process. I was not focused on the details because it was only one part of the job. I had responsibility for part of the work, together with the rest of the team. We reduced response time from 2 hours to 1 minutes. The change was adopted by the team and stayed in regular use.",1,3,5,main,impact_high_specificity_low
Tell me about a technical or operational problem you faced and how you solved it.,We increased output tenfold in a week without changing the process.,1,2,2,edge_case,unrealistic_claim
"What core tool have you used recently, and what did you actually do with it?","I handled work related to permissions management and used Excel as part of the process. I was personally responsible for the execution end-to-end. I coordinated with sales and support to make sure the solution matched the real workflow. There was some improvement, but it was hard to quantify. it was around that level, because we did not have a clean baseline.",3,5,2,main,ownership_high_specificity_low
Describe a situation where you automated a manual process.,"I worked on sales reporting with Tableau. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I was personally responsible for the execution end-to-end. We reduced runtime from 3 minutes to 2 seconds.",4,5,4,main,all_high
What was your role in your last team project? What part did you personally handle?,"I usually help where needed. I was not focused on the details because it was only one part of the job. I supported the team and mainly handled follow-ups, updates, or smaller tasks. We reduced the error rate from 32% to 11%.",1,2,4,main,impact_high_specificity_low
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I worked on performance optimization with MongoDB. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I had responsibility for part of the work, together with the rest of the team. I coordinated with support and sales to make sure the solution matched the real workflow. The result was a noticeable improvement, even though we did not track every metric formally.",4,3,3,main,mixed_mid
How do you measure success in a task? Give a real example.,"I handled work related to forecasting and used Zapier as part of the process. I split the task into a few steps and went through them with the team. I supported the team and mainly handled follow-ups, updates, or smaller tasks. I coordinated with operations and management to make sure the solution matched the real workflow. The result was a noticeable improvement, even though we did not track every metric formally.",3,2,3,main,mixed_mid
How do you measure success in a task? Give a real example.,"I worked on candidate screening, and i was involved in the process. I used tools like Looker, but I was not the only person involved. The team owned the work overall, and my role was limited. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership. It started as a short pilot, so the data was incomplete.",2,1,1,main,all_low
Describe a project you executed end-to-end. What did you do and what was the result?,"I'm good at this kind of work. I was not focused on the details because it was only one part of the job. I had responsibility for part of the work, together with the rest of the team. We cut the open backlog from 36 items to 15 items. It started as a short pilot, so the data was incomplete.",1,3,4,main,impact_high_specificity_low
"What core tool have you used recently, and what did you actually do with it?","In my last role, I owned a client communication project using Looker. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. I was personally responsible for the execution end-to-end. I coordinated with finance and operations to make sure the solution matched the real workflow. We reduced runtime from 4 minutes to 2 seconds. The change was adopted by the team and stayed in regular use.",5,5,5,main,all_high
Give an example of a time you had to coordinate with multiple stakeholders to complete a task.,"In my last role, I owned a data cleaning project using Tableau. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. I led the core implementation and was accountable for the main deliverables. We reduced response time from 7 hours to 4 minutes. The change was adopted by the team and stayed in regular use.",5,4,5,main,all_high
How do you measure success in a task? Give a real example.,"I handled work related to customer onboarding and used Zapier as part of the process. I split the task into a few steps and went through them with the team. I had responsibility for part of the work, together with the rest of the team. I coordinated with operations and engineering to make sure the solution matched the real workflow. There was some improvement, but it was hard to quantify.",3,3,2,main,mixed_mid
How do you measure success in a task? Give a real example.,"I worked on sales reporting, and i was involved in the process. The team owned the work overall, and my role was limited. There was some improvement, but it was hard to quantify.",2,1,2,main,all_low
What was your role in your last team project? What part did you personally handle?,"In my last role, I owned a invoice reconciliation project using Docker. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. The team owned the work overall, and my role was limited. I coordinated with finance and engineering to make sure the solution matched the real workflow. We reduced runtime from 3 minutes to 2 seconds. Security restrictions limited the tools we could use.",5,1,4,main,ownership_low_specificity_high
Give an example of a time you had to coordinate with multiple stakeholders to complete a task.,"I worked on payment operations with Docker. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I had responsibility for part of the work, together with the rest of the team. I coordinated with HR and sales to make sure the solution matched the real workflow. We reduced runtime from 7 minutes to 5 seconds.",4,3,4,main,mixed_mid
What was your role in your last team project? What part did you personally handle?,"I handled work related to performance optimization and used PostgreSQL as part of the process. I had responsibility for part of the work, together with the rest of the team. I coordinated with operations and engineering to make sure the solution matched the real workflow. The result was a noticeable improvement, even though we did not track every metric formally.",3,3,3,main,mixed_mid
"Describe a process you improved. What was the situation before, and what changed afterward?","I was involved in the process. I had responsibility for part of the work, together with the rest of the team. We reduced response time from 7 hours to 3 minutes. The change was adopted by the team and stayed in regular use.",1,3,5,main,impact_high_specificity_low
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I worked on release management with C#. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I supported the team and mainly handled follow-ups, updates, or smaller tasks. We reduced the monthly cost from $14,409 to $10,748.",4,2,4,main,ownership_low_specificity_high
Describe a project you executed end-to-end. What did you do and what was the result?,"I worked on sales reporting with Lambda. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I was personally responsible for the execution end-to-end. I coordinated with HR and QA to make sure the solution matched the real workflow. The result was a noticeable improvement, even though we did not track every metric formally.",4,5,3,minimal_pair_high,pair_dim=ownership
Tell me about a task you had to complete under time pressure. How did you manage the execution?,I helped with similar work before.,1,2,1,edge_case,very_short_vague
Describe a project you executed end-to-end. What did you do and what was the result?,"In my last role, I owned a release management project using Lambda. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. I was personally responsible for the execution end-to-end. We reduced deployment time from 9 hours to 6 minutes.",5,5,4,main,all_high
Describe a situation where you automated a manual process.,"I handled work related to customer onboarding and used Jira as part of the process. I split the task into a few steps and went through them with the team. I led the core implementation and was accountable for the main deliverables. I coordinated with management and sales to make sure the solution matched the real workflow. The result was a noticeable improvement, even though we did not track every metric formally.",3,4,3,main,mixed_mid
"What core tool have you used recently, and what did you actually do with it?","I worked on release management with Make. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I was personally responsible for the execution end-to-end. I coordinated with operations and product to make sure the solution matched the real workflow. We reduced the monthly cost from $15,715 to $11,297. The change was adopted by the team and stayed in regular use.",4,5,5,main,all_high
Describe a project you executed end-to-end. What did you do and what was the result?,"I worked on invoice reconciliation with SQL. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. The team owned the work overall, and my role was limited. I coordinated with engineering and support to make sure the solution matched the real workflow. We reduced response time from 2 hours to 1 minutes.",4,1,4,main,ownership_low_specificity_high
Tell me about a technical or operational problem you faced and how you solved it.,"In my last role, I owned a support ticket triage project using PostgreSQL. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. The team owned the work overall, and my role was limited. I coordinated with management and QA to make sure the solution matched the real workflow. We reduced runtime from 4 minutes to 3 seconds. The change was adopted by the team and stayed in regular use.",5,1,5,main,ownership_low_specificity_high
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I am hardworking, responsible, committed, and always try to do my best in every situation. I am hardworking, responsible, committed, and always try to do my best in every situation. I am hardworking, responsible, committed, and always try to do my best in every situation. ",1,3,1,edge_case,long_but_empty
Describe a project you executed end-to-end. What did you do and what was the result?,"I worked on invoice reconciliation, and i'm good at this kind of work. I had responsibility for part of the work, together with the rest of the team. We reduced the monthly cost from $4,701 to $3,564. The change was adopted by the team and stayed in regular use.",2,3,5,main,impact_high_specificity_low
Describe a situation where you automated a manual process.,"I handled work related to data cleaning and used AWS S3 as part of the process. I split the task into a few steps and went through them with the team. I led the core implementation and was accountable for the main deliverables. I coordinated with sales and operations to make sure the solution matched the real workflow. The result was a noticeable improvement, even though we did not track every metric formally.",3,4,3,main,mixed_mid
Give an example of a time you had to coordinate with multiple stakeholders to complete a task.,"I'm good at this kind of work. I led the core implementation and was accountable for the main deliverables. The result was a noticeable improvement, even though we did not track every metric formally.",1,4,3,main,ownership_high_specificity_low
"What core tool have you used recently, and what did you actually do with it?","I worked on release management with Node.js. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. The team owned the work overall, and my role was limited. I coordinated with product and management to make sure the solution matched the real workflow. We reduced report preparation time from 6 hours to 3 minutes.",4,1,4,main,ownership_low_specificity_high
Describe a project you executed end-to-end. What did you do and what was the result?,"In my last role, I owned a permissions management project using Lambda. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. The team owned the work overall, and my role was limited. I coordinated with management and support to make sure the solution matched the real workflow. We reduced the error rate from 40% to 31%. The change was adopted by the team and stayed in regular use.",5,1,5,main,ownership_low_specificity_high
Describe a project you executed end-to-end. What did you do and what was the result?,"In my last role, I owned a data cleaning project using Lambda. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. I led the core implementation and was accountable for the main deliverables. I coordinated with management and HR to make sure the solution matched the real workflow. The result was a noticeable improvement, even though we did not track every metric formally.",5,4,3,minimal_pair_high,pair_dim=specificity
Describe a situation where you automated a manual process.,"I worked on candidate screening, and i'm good at this kind of work. I was personally responsible for the execution end-to-end. We reduced deployment time from 7 hours to 2 minutes.",2,5,4,main,ownership_high_specificity_low
Describe a project you executed end-to-end. What did you do and what was the result?,"I worked on log analysis, and i worked on related tasks. I led the core implementation and was accountable for the main deliverables. The result was a noticeable improvement, even though we did not track every metric formally.",2,4,3,main,ownership_high_specificity_low
Describe a project you executed end-to-end. What did you do and what was the result?,"I worked on forecasting with .NET. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I led the core implementation and was accountable for the main deliverables. I coordinated with engineering and product to make sure the solution matched the real workflow. We reduced runtime from 6 minutes to 4 seconds. The change was adopted by the team and stayed in regular use.",4,4,5,minimal_pair_high,pair_dim=impact
Describe a failure or recurring issue and what you did to prevent it from happening again.,"I built the whole solution myself, but actually I did not write any of it and the team handled the implementation.",2,1,1,edge_case,contradiction
Describe a project you executed end-to-end. What did you do and what was the result?,"In my last role, I owned a sales reporting project using Airflow. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. I was personally responsible for the execution end-to-end. We reduced response time from 9 hours to 2 minutes. The change was adopted by the team and stayed in regular use.",5,5,5,main,all_high
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I handled work related to task tracking and used Jira as part of the process. I had responsibility for part of the work, together with the rest of the team. I coordinated with sales and engineering to make sure the solution matched the real workflow. There was some improvement, but it was hard to quantify.",3,3,2,main,edge_uncertain
Give an example of a time you had to coordinate with multiple stakeholders to complete a task.,"I ran a small pilot automation. We saw that it worked, but we did not yet have full metrics.",3,4,2,edge_case,pilot_no_metric
"What core tool have you used recently, and what did you actually do with it?","In my last role, I owned a task tracking project using Zapier. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. The team owned the work overall, and my role was limited. I coordinated with sales and HR to make sure the solution matched the real workflow. We reduced response time from 5 hours to 3 minutes.",5,1,4,main,ownership_low_specificity_high
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I built the whole solution myself, but actually I did not write any of it and the team handled the implementation.",2,1,1,edge_case,contradiction
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I worked on client communication, and i was involved in the process. I used tools like Looker, but I was not the only person involved. I was personally responsible for the execution end-to-end. There was some improvement, but it was hard to quantify.",2,5,2,main,ownership_high_specificity_low
What was your role in your last team project? What part did you personally handle?,"I worked on performance optimization with .NET. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I led the core implementation and was accountable for the main deliverables. I coordinated with management and engineering to make sure the solution matched the real workflow. We reduced report preparation time from 4 hours to 2 minutes. The change was adopted by the team and stayed in regular use.",4,4,5,main,all_high
What was your role in your last team project? What part did you personally handle?,"In my last role, I owned a customer onboarding project using Lambda. I defined the workflow, broke the work into milestones, documented requirements, and built the solution in stages so the team could review each step. I connected the inputs, added validation checks, tested the handoff points, and wrote short documentation so other people could maintain it. The team owned the work overall, and my role was limited. We cut the open backlog from 31 items to 14 items.",5,1,4,main,ownership_low_specificity_high
Tell me about a task you had to complete under time pressure. How did you manage the execution?,"I learn quickly and adapt. I was not focused on the details because it was only one part of the job. I supported the team and mainly handled follow-ups, updates, or smaller tasks. We reduced runtime from 10 minutes to 1 seconds.",1,2,4,main,impact_high_specificity_low
Tell me about a technical or operational problem you faced and how you solved it.,"I worked on customer onboarding, and i learn quickly and adapt. I supported the team and mainly handled follow-ups, updates, or smaller tasks. The result was a noticeable improvement, even though we did not track every metric formally.",2,2,3,main,mixed_mid
What was your role in your last team project? What part did you personally handle?,"I worked on data cleaning, and i have experience in this area. I had responsibility for part of the work, together with the rest of the team. We reduced report preparation time from 10 hours to 7 minutes. The change was adopted by the team and stayed in regular use.",2,3,5,main,impact_high_specificity_low
What was your role in your last team project? What part did you personally handle?,"I worked on performance optimization with Python. I mapped the steps, implemented the main changes, and coordinated feedback before rolling it out. I led the core implementation and was accountable for the main deliverables. I cannot point to a clear result, because it was mostly exposure or learning rather than ownership.",4,4,1,main,specificity_high_impact_low
"Describe a process you improved. What was the situation before, and what changed afterward?","I usually help where needed. I supported the team and mainly handled follow-ups, updates, or smaller tasks. We reduced response time from 6 hours to 3 minutes. The change was adopted by the team and stayed in regular use.",1,2,5,main,impact_high_specificity_low
Tell me about a technical or operational problem you faced and how you solved it.,"I worked on API integration, and i learn quickly and adapt. I led the core implementation and was accountable for the main deliverables. The result was a noticeable improvement, even though we did not track every metric formally.",2,4,3,main,ownership_high_specificity_low
"Describe a process you improved. What was the situation before, and what changed afterward?","I worked on customer onboarding, and i learn quickly and adapt. I supported the team and mainly handled follow-ups, updates, or smaller tasks. The result was a noticeable improvement, even though we did not track every metric formally.",2,2,3,main,mixed_mid
Describe a situation where you automated a manual process.,"I worked on client communication, and i worked on related tasks. I used tools like Google Sheets, but I was not the only person involved. I led the core implementation and was accountable for the main deliverables. We reduced runtime from 3 minutes to 2 seconds.",2,4,4,main,mixed_mid
Describe a failure or recurring issue and what you did to prevent it from happening again.,"I handled work related to task tracking and used Python as part of the process. I supported the team and mainly handled follow-ups, updates, or smaller tasks. We reduced the monthly cost from $3,416 to $2,623.",3,2,4,main,mixed_mid
How do you measure success in a task? Give a real example.,"I worked on task tracking, and i usually help where needed. I used tools like AWS S3, but I was not the only person involved. I was personally responsible for the execution end-to-end. The result was a noticeable improvement, even though we did not track every metric formally.",2,5,3,main,ownership_high_specificity_low
"What core tool have you used recently, and what did you actually do with it?","I worked on permissions management, and i worked on related tasks. The team owned the work overall, and my role was limited. The result was a noticeable improvement, even though we did not track every metric formally.",2,1,3,main,edge_uncertain
Give an example of a time you had to coordinate with multiple stakeholders to complete a task.,"I handled work related to QA validation and used Snowflake as part of the process. I split the task into a few steps and went through them with the team. I supported the team and mainly handled follow-ups, updates, or smaller tasks. I coordinated with sales and operations to make sure the solution matched the real workflow. There was some improvement, but it was hard to quantify.",3,2,2,main,mixed_mid
