text,personality,thinking,abilities,experience,no_signal,label_combo,source
"Question: What should we know about the way you work? Answer: I like predictable processes and proven methods more than risky experiments. In addition, I translated a vague need into concrete execution steps and delivered a working solution.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. In practice, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. On top of that, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week. The details depended on the context and team needs.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: I am very organized and dependable, and I usually turn unclear tasks into structured execution plans and practical deliverables.",1,0,1,0,0,personality+abilities,personality_abilities_hybrid
"Question: How would you describe your professional profile? Answer: I feel energized by working with people, leading conversations, and building connections across teams. In addition, My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. At the same time, I wrote the core API integration, tested edge cases, and supported the first release into production.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I support teammates, listen to different perspectives, and look for harmony in group settings. At the same time, I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs. More specifically, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: How would you describe the way you work? Answer: I stay organized and disciplined, and when facing a difficult decision I compare alternatives before choosing a direction.",1,1,0,0,0,personality+thinking,personality_thinking_hybrid
"Question: What should we know about the way you work? Answer: I am dependable, detail-oriented, and usually create order when things are messy. Also, I try to make my conclusions traceable so someone else can follow the logic. In practice, I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I feel energized by working with people, leading conversations, and building connections across teams. More specifically, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I am dependable, detail-oriented, and usually create order when things are messy. At the same time, I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow. In addition, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward. In practice, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I usually go deeper than the first answer and ask what could break and what assumptions are hidden. Also, I automated a manual reconciliation process and cut repetitive work for the operations team. More specifically, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I like predictable processes and proven methods more than risky experiments. In practice, First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. Also, I automated a manual reconciliation process and cut repetitive work for the operations team. The details depended on the context and team needs.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: What does your reasoning process look like? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one.",0,1,0,0,0,thinking,synthetic_combo
"Question: What does your reasoning process look like? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one.",0,1,0,0,0,thinking,synthetic_combo
"Question: How would you describe your professional profile? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. Also, I break complex questions into smaller parts and build the answer in a transparent sequence.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: What should we know about the way you work? Answer: I break complex questions into smaller parts and build the answer in a transparent sequence. In practice, I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs. In practice, I handled a production issue in a system with several services and dependencies that affected real users and business operations. Not every part of the work was equally difficult.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I wrote the core API integration, tested edge cases, and supported the first release into production. In addition, I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",0,0,0,1,0,experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I am dependable, detail-oriented, and usually create order when things are messy. Also, When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. At the same time, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I am dependable, detail-oriented, and usually create order when things are messy. In practice, I usually go deeper than the first answer and ask what could break and what assumptions are hidden.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I am highly organized, I think in a structured way, I built production tools using SQL and Python, and I worked across teams on complex real-world systems.",1,1,1,1,0,personality+thinking+abilities+experience,all_four_hybrid
"Question: What kind of systems and environments have you worked in? Answer: The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",0,0,0,1,0,experience,synthetic_combo
"Question: How do you approach complex decisions? Answer: I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow.",0,1,0,0,0,thinking,synthetic_combo
"Question: What should we know about the way you work? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify. Also, I translated a vague need into concrete execution steps and delivered a working solution. In addition, I handled a production issue in a system with several services and dependencies that affected real users and business operations.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
I cannot answer that in detail at the moment.,0,0,0,0,1,none,synthetic_combo
"Question: How do you approach complex decisions? Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options.",0,1,0,0,0,thinking,synthetic_combo
Question: How do you usually behave in team settings? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily.,1,0,0,0,0,personality,synthetic_combo
"Question: Tell me what you actually built or executed. Answer: I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs.",0,0,1,0,0,abilities,synthetic_combo
Question: How do you think through a difficult problem? Answer: I try to make my conclusions traceable so someone else can follow the logic.,0,1,0,0,0,thinking,synthetic_combo
Question: Describe the scale and responsibility of your previous work. Answer: I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.,0,0,0,1,0,experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. In practice, I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I am dependable, detail-oriented, and usually create order when things are messy. At the same time, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward. More specifically, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
Question: How do you usually behave in team settings? Answer: I like predictable processes and proven methods more than risky experiments.,1,0,0,0,0,personality,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I plan carefully, stay organized, and follow through on commitments even under pressure.",1,0,0,0,0,personality,synthetic_combo
Question: Tell me about your professional experience. Answer: I handled a production issue in a system with several services and dependencies that affected real users and business operations.,0,0,0,1,0,experience,synthetic_combo
Question: What does your reasoning process look like? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify.,0,1,0,0,0,thinking,synthetic_combo
"Question: How do you approach complex decisions? Answer: I prefer arguments that are precise, logically valid, and supported by evidence.",0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify. More specifically, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow. On top of that, I handled a production issue in a system with several services and dependencies that affected real users and business operations.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
It was okay overall.,0,0,0,0,1,none,synthetic_combo
Question: Describe something concrete you implemented. Answer: I automated a manual reconciliation process and cut repetitive work for the operations team.,0,0,1,0,0,abilities,synthetic_combo
"Question: Describe your work and how you approach it. Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. More specifically, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow. Some parts were unclear at first, but I worked through them systematically.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. At the same time, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I am dependable, detail-oriented, and usually create order when things are messy.",1,0,0,0,0,personality,synthetic_combo
"Question: How would you describe your professional profile? Answer: I am dependable, detail-oriented, and usually create order when things are messy. At the same time, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently. On top of that, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. Also, Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. Not every part of the work was equally difficult.",1,1,0,0,0,personality+thinking,synthetic_combo
Question: How do you think through a difficult problem? Answer: I break complex questions into smaller parts and build the answer in a transparent sequence.,0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me what you actually built or executed. Answer: I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward.",0,0,1,0,0,abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. On top of that, I automated a manual reconciliation process and cut repetitive work for the operations team.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. At the same time, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes. I do not remember every detail, but the main pattern was clear.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: What have you done in practice? Answer: I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs.",0,0,1,0,0,abilities,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I prefer arguments that are precise, logically valid, and supported by evidence. In addition, The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements. I do not remember every detail, but the main pattern was clear.",0,1,0,1,0,thinking+experience,synthetic_combo
Question: What does your reasoning process look like? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify.,0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about your work. Answer: I heard about SQL, Python, APIs, dashboards, and production systems during my studies, but I did not build or own anything myself.",0,0,0,0,1,none,keyword_trap
"Question: Tell me what you actually built or executed. Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,0,1,0,0,abilities,synthetic_combo
Question: How do you approach complex decisions? Answer: I usually go deeper than the first answer and ask what could break and what assumptions are hidden.,0,1,0,0,0,thinking,synthetic_combo
"Question: What should we know about the way you work? Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. On top of that, First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I break complex questions into smaller parts and build the answer in a transparent sequence. Also, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. More specifically, The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. More specifically, I usually go deeper than the first answer and ask what could break and what assumptions are hidden. At the same time, I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs. In practice, I handled a production issue in a system with several services and dependencies that affected real users and business operations. Some parts were unclear at first, but I worked through them systematically.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
That depends on the situation.,0,0,0,0,1,none,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I support teammates, listen to different perspectives, and look for harmony in group settings. More specifically, First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. In addition, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. On top of that, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. Some parts were unclear at first, but I worked through them systematically.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. Also, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: What does your reasoning process look like? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. I do not remember every detail, but the main pattern was clear.",0,1,0,0,0,thinking,synthetic_combo
"Question: What should we know about the way you work? Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. More specifically, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs. In addition, I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up. I do not remember every detail, but the main pattern was clear.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow. On top of that, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. The details depended on the context and team needs.",0,1,1,0,0,thinking+abilities,synthetic_combo
Question: Tell me about your experience. Answer: I was involved in many important things and supported several processes across the company.,0,0,0,0,1,none,vague_professional
"Question: Tell me about yourself professionally. Answer: I automated a manual reconciliation process and cut repetitive work for the operations team. Also, The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. Also, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I feel energized by working with people, leading conversations, and building connections across teams. More specifically, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: How do you approach complex decisions? Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples.",0,1,0,0,0,thinking,synthetic_combo
"Question: What kind of person are you at work? Answer: I am calm, supportive, and easy to work with, even during stressful production releases.",1,0,0,0,0,personality,personality_vs_experience
"Question: How would you describe your professional profile? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. At the same time, I usually go deeper than the first answer and ask what could break and what assumptions are hidden. In practice, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. More specifically, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. On top of that, The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. On top of that, When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. Also, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: How do you think through a difficult problem? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one.",0,1,0,0,0,thinking,synthetic_combo
"Question: Describe something concrete you implemented. Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,0,1,0,0,abilities,synthetic_combo
"Question: Describe something concrete you implemented. Answer: I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs.",0,0,1,0,0,abilities,synthetic_combo
"Maybe, but I cannot really say.",0,0,0,0,1,none,synthetic_combo
"Question: How would you describe the way you work? Answer: I stay organized and disciplined, and when facing a difficult decision I compare alternatives before choosing a direction.",1,1,0,0,0,personality+thinking,personality_thinking_hybrid
"Question: How do you work on difficult tasks? Answer: First I break the problem into smaller parts, compare implementation options, and then build the solution step by step.",0,1,1,0,0,thinking+abilities,thinking_abilities_hybrid
"Question: How do you usually behave in team settings? Answer: I feel energized by working with people, leading conversations, and building connections across teams. The details depended on the context and team needs.",1,0,0,0,0,personality,synthetic_combo
"Question: Describe something concrete you implemented. Answer: I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward. Some parts were unclear at first, but I worked through them systematically.",0,0,1,0,0,abilities,synthetic_combo
"Question: What have you done in practice? Answer: I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself.",0,0,1,0,0,abilities,synthetic_combo
"Question: Tell me about your professional experience. Answer: I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: What does your reasoning process look like? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one.",0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I wrote the core API integration, tested edge cases, and supported the first release into production. On top of that, I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I am highly organized, I think in a structured way, I built production tools using SQL and Python, and I worked across teams on complex real-world systems.",1,1,1,1,0,personality+thinking+abilities+experience,all_four_hybrid
Question: How do you think through a difficult problem? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify.,0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I like predictable processes and proven methods more than risky experiments. Also, I like to structure my thinking in steps so the logic is explicit and easy to verify.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. Also, I prefer arguments that are precise, logically valid, and supported by evidence.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: How would you describe your professional profile? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. On top of that, My approach is to define the problem, test explanations, and rule out weak hypotheses one by one.",1,1,0,0,0,personality+thinking,synthetic_combo
Question: Describe the scale and responsibility of your previous work. Answer: I handled a production issue in a system with several services and dependencies that affected real users and business operations.,0,0,0,1,0,experience,synthetic_combo
"Question: Tell me about your professional experience. Answer: The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",0,0,0,1,0,experience,synthetic_combo
"Question: Describe something concrete you implemented. Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,0,1,0,0,abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. More specifically, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project. I do not remember every detail, but the main pattern was clear.",0,1,0,1,0,thinking+experience,synthetic_combo
Question: Describe the scale and responsibility of your previous work. Answer: I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders. Not every part of the work was equally difficult.,0,0,0,1,0,experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I break complex questions into smaller parts and build the answer in a transparent sequence. Also, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. At the same time, I handled a production issue in a system with several services and dependencies that affected real users and business operations.",1,0,0,1,0,personality+experience,synthetic_combo
Question: Tell me what you actually built or executed. Answer: I automated a manual reconciliation process and cut repetitive work for the operations team.,0,0,1,0,0,abilities,synthetic_combo
"Question: How would you describe your general working style? Answer: I prefer routine and familiar methods, and I usually avoid unnecessary experimentation.",1,0,0,0,0,personality,synthetic_combo
"Question: Tell me about your professional experience. Answer: I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: How would you describe your general working style? Answer: I feel energized by working with people, leading conversations, and building connections across teams.",1,0,0,0,0,personality,synthetic_combo
"Question: What kind of person are you at work? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved.",1,0,0,0,0,personality,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. More specifically, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes. Not every part of the work was equally difficult.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations.",1,0,0,0,0,personality,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,0,0,1,0,experience,synthetic_combo
"Yes, I think so.",0,0,0,0,1,none,no_signal_short
"Question: What kind of person are you at work? Answer: I prefer routine and familiar methods, and I usually avoid unnecessary experimentation.",1,0,0,0,0,personality,synthetic_combo
I would need more context to answer properly.,0,0,0,0,1,none,synthetic_combo
"Question: What have you done in practice? Answer: I wrote the core API integration, tested edge cases, and supported the first release into production.",0,0,1,0,0,abilities,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. More specifically, Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. In practice, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Yes, I think so.",0,0,0,0,1,none,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. More specifically, I handled a production issue in a system with several services and dependencies that affected real users and business operations.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I support teammates, listen to different perspectives, and look for harmony in group settings. At the same time, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward. At the same time, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders. The details depended on the context and team needs.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I usually go deeper than the first answer and ask what could break and what assumptions are hidden. At the same time, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: Tell me about your professional experience. Answer: I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: Tell me about your professional experience. Answer: I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. In practice, I try to make my conclusions traceable so someone else can follow the logic. At the same time, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward. In addition, The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I prefer routine and familiar methods, and I usually avoid unnecessary experimentation. Also, My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. In addition, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes. Also, The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: How do you approach complex decisions? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one.",0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me what you actually built or executed. Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,0,1,0,0,abilities,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. At the same time, I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I support teammates, listen to different perspectives, and look for harmony in group settings.",1,0,0,0,0,personality,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow. Also, I translated a vague need into concrete execution steps and delivered a working solution.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: How do you approach complex decisions? Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples.",0,1,0,0,0,thinking,synthetic_combo
"Question: What should we know about the way you work? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. In practice, When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: What should we know about the way you work? Answer: I am very organized and dependable, and I usually turn unclear tasks into structured execution plans and practical deliverables.",1,0,1,0,0,personality+abilities,personality_abilities_hybrid
Question: How do you think through a difficult problem? Answer: I break complex questions into smaller parts and build the answer in a transparent sequence.,0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. On top of that, I wrote the core API integration, tested edge cases, and supported the first release into production. On top of that, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: Tell me about the most complex work you have done. Answer: I worked on a production system with multiple dependencies, and I learned to test assumptions carefully before deciding how to handle failures.",0,1,0,1,0,thinking+experience,thinking_experience_hybrid
"Question: How do you usually behave in team settings? Answer: I prefer routine and familiar methods, and I usually avoid unnecessary experimentation.",1,0,0,0,0,personality,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. Also, I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow. Also, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations. Some parts were unclear at first, but I worked through them systematically.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I feel energized by working with people, leading conversations, and building connections across teams. In practice, I like to structure my thinking in steps so the logic is explicit and easy to verify. In practice, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: What have you done in practice? Answer: I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. Not every part of the work was equally difficult.",0,0,1,0,0,abilities,synthetic_combo
"Question: What have you done in practice? Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,0,1,0,0,abilities,synthetic_combo
"Question: How do you think through a difficult problem? Answer: I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow.",0,1,0,0,0,thinking,synthetic_combo
Question: Describe something concrete you implemented. Answer: I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.,0,0,1,0,0,abilities,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I prefer routine and familiar methods, and I usually avoid unnecessary experimentation. In addition, First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion.",1,1,0,0,0,personality+thinking,synthetic_combo
